text,sentiment,topic
"giảng viên dạy tận tâm , nhiệt tình , lên lớp đúng giờ .",positive,lecturer
mong cô cung cấp nhiều tài liệu có hướng dẫn giải cụ thể các dạng toán để đáp ứng nhu cầu tự học .,negative,lecturer
"giảng viên nhiệt tình , vui vẻ , hoà đồng , gần gũi giúp sinh viên khá nhiều trong việc tiếp thu kiến thức .",positive,lecturer
mong nhà trường xem xét lại để có sự nhất quán trong công tác dạy và chấm thi .,negative,program
"truyền đật kiến thức tốt , dễ hiểu .",positive,lecturer
tài liệu thực hành nên nêu rõ mục tiêu cũng như kiến thức cần đạt được sau bài thực hành .,negative,program
và giảng dạy khó hiểu .,negative,lecturer
ít quan sát sinh viên thực hành .,negative,lecturer
có một bạn trong phòng của em học thầy ở học kỳ trước hâm mộ thầy !,positive,other
bài tập cuối kỳ làm quá nhiều .,negative,program
"cô dạy có tâm , post tài liệu và bài tập lên moodle rất đầy đủ .",positive,lecturer
giảng viên truyền đạt chưa hay .,negative,lecturer
"thầy dạy hay , dễ hiểu , vui tính .",positive,lecturer
cô dạy khá nhanh nên khó theo kịp bài giảng .,negative,lecturer
"giảng viên nhiệt tình , tận tâm trong quá trình giảng dạy .",positive,lecturer
thầy quan tâm sinh viên .,positive,lecturer
hướng dẫn cụ thể hơn .,negative,lecturer
quá chú trọng vào việc luyện kỹ năng thi toeic .,negative,program
thầy rất đúng giờ giấc .,positive,lecturer
thường thì 8h kém 10 mới bắt đầu học .,negative,lecturer
cần cho biết rõ hơn nữa về cách thức vận dụng vào trong từng bài tập .,negative,program
"vui vẻ , hài hòa , giảng dạy tích cực .",positive,lecturer
cần cung cấp tài liệu bài giảng đầy đủ ngay từ những ngày đầu bắt đàu học .,negative,program
như vậy có đảm bảo được chất lượng giảng dạy không .,negative,program
"cô rất vui tính , nhiệt tình , giảng bài tập chi tiết , dễ hiểu .",positive,lecturer
cập nhật điểm thực hành và nhận xét đầy đủ .,positive,program
điều chỉnh máy chiếu phù hợp với kích thước phông màn !,negative,facility
"giảng viên cần chú ý thêm về vấn đề lịch thi speaking , thông báo cho sinh viên biết và chuẩn bị trước nội dung thi .",negative,lecturer
có những kiến thức cần thiết trong khi thực hành nhưng lý thuyết rất lâu sau mới dạy đến .,negative,program
cung cấp các tài liệu ít .,negative,lecturer
"cung cấp và thường xuyên cập nhật thêm tài liệu về môn học nhiều hơn , sử dụng giờ lên lớp hiệu quả hơn .",negative,lecturer
em thật sự rất thích phong cách dạy học của cô wzjwz146 .,positive,lecturer
giảng viên ra đề thi hay .,positive,lecturer
giảng viên đánh giá rất chủ quan về ý kiến của mình .,negative,lecturer
nội dung thực hành nên sát với lý thuyết hơn .,negative,program
"giáo viên thân thiện , nhiệt tình .",positive,lecturer
chưa có slide giảng dạy hiệu quả .,negative,lecturer
lên lớp đảm bảo thời gian và công tác giảng dạy .,positive,lecturer
thầy chậm trễ trong việc gặp sinh viên để thảo luận về vấn đề đồ án .,negative,lecturer
theo em nghĩ anh văn cần 2 tiết là đủ .,negative,program
nên bỏ phần thi lý thuyết .,negative,program
giảng viên tận tình giúp đỡ .,positive,lecturer
"hướng dẫn thực hành kỹ lưỡng , đảm bảo sinh viên hiểu được cách làm .",positive,lecturer
wifi yếu .,negative,facility
"giảng viên trẻ nhưng giảng dạy tốt , tạo hứng thú cho người học .",positive,lecturer
"kiểu như giảng viên chưa chuẩn bị , chưa từng đọc tới cái đề vậy .",negative,lecturer
thầy cần giải những ví dụ ra trên bảng để sinh viên dễ hiểu hơn .,negative,lecturer
"giảng viên cung cấp đầy đủ kiến thức , tài liệu học tập .",positive,lecturer
"sự tận tâm , nhiệt tình và truyền đạt kiến thức cần thiết cho sinh viên .",positive,lecturer
chưa hiểu bài lắm .,negative,lecturer
thầy không dùng micro nên ngồi ở xa không nghe rõ .,negative,lecturer
cập nhật tài liệu đầy đủ cho sinh viên !,negative,program
có quá nhiều bài tập .,negative,lecturer
giảng viên chưa cung cấp đầy đủ tài liệu môn học .,negative,lecturer
"những sinh viên được lòng giảng viên trên lớp sẽ qua môn một cách dễ dàng , còn những sinh viên còn lại chỉ cần sai sót nhỏ sẽ rớt môn .",negative,lecturer
tạo nhiều trò chơi giúp sinh viên đỡ thấy nhàm chán .,positive,lecturer
hướng dẫn nhiệt tình .,positive,lecturer
cung cấp kiến thức gần với thực tế .,positive,lecturer
"giảng viên nhiệt tình , đánh giá đúng năng lực .",positive,lecturer
"nhiệt tình , quan tâm đến sinh viên .",positive,lecturer
tăng cường chất lượng phòng học .,negative,facility
"cô giảng rất chán slide tiếng anh dùng nhiều từ chuyên ngành , nên nếu không bắt kịp những gì cô giảng thì cũng khó để hiểu được bài giảng .",negative,lecturer
còn vài điều về bài học vẫn chưa được giải thích cho mọi sinh viên hiểu .,negative,lecturer
"cách giảng dạy rất hiệu quả , lớp học vui .",positive,lecturer
thầy bận công tác và thay giảng viên khác mà giảng viên đó dạy không tốt bằng thầy wzjwz292 làm chúng em rất khó nắm bắt kiến thức .,negative,lecturer
tiết học có phần khô chán .,negative,lecturer
"cô vui vẻ , giúp lớp cùng nhau hoạt động sôi nổi .",positive,lecturer
"giảng viên tăng cường giải bài tập , giúp sinh viên dễ hiểu bài .",positive,lecturer
"thầy rất vui tính , giảng hay và kỹ .",positive,lecturer
"môn này rất khó kiếm tài liệu , phần lớn kiếm được lại là tài liệu tiếng anh .",negative,program
kiến thức hay !,positive,program
"đúng giờ , tận tâm với lớp .",positive,lecturer
"giáo viên hướng dẫn phần giao tiếp gượng ép thiếu tự nhiên , hay đánh vào đầu học sinh .",negative,lecturer
"cập nhật liên tục những công nghệ mới , không giảng dạy những công nghệ đã quá cũ trang thiết bị thực hành cần hoàn thiện .",negative,program
"dạy nghiêm túc , vui .",positive,lecturer
thầy quá tuyệt vời .,positive,lecturer
thầy đến tận nơi giảng bài khi không hiểu .,positive,lecturer
giảng viên kém vui vẻ .,negative,lecturer
dạy hay dễ hiểu .,positive,lecturer
"giáo viên rất tận tình , quan tâm tới lớp .",positive,lecturer
chất lượng môn học hiện tại rất tốt .,positive,program
"thầy vui tính , dạy tốt , đi cặn kẽ vào bài học .",positive,lecturer
có những cái cô dạy lan man ngoài phần thi không cần thiết .,negative,lecturer
chu đáo và ân cần .,positive,lecturer
"thầy dạy rất hay và dễ hiểu , tập trung sát vào phần trọng tâm .",positive,lecturer
"giảng viên hướng dẫn rất chi tiết , nhiệt tình .",positive,lecturer
có giao tiếp tiếng anh và thực hành giao tiếp trong lớp học nhiều .,positive,lecturer
hạn chế cho ra ví dụ kiểu như 12 rồi cho bài tập kiểu như 245 .,negative,program
"có một thực tế là em học môn nhập môn lập trình ( thực hành do cô wzjwz256 dạy ) nội dung chương trình lại đi trước , nhanh hơn cả môn học lý thuyết ( không phải do môn thực hành học nhanh hơn mà do môn lý thuyết học chậm hơn ) ?",negative,lecturer
điều này có được do cô thỉnh thoảng có mời các thầy nước ngoài đến dự và hỗ trợ các nhóm thuyết trình ngay trong lớp học .,positive,lecturer
cứ như kiểu đọc slide xuống vậy .,negative,lecturer
giảng viên tâm huyết .,positive,lecturer
thầy dạy rất sơ sài hầu như chỉ trong slide .,negative,lecturer
nên tìm được phương pháp dễ hình dung và thực tiễn hơn .,negative,program
thầy trình bày bài giảng lộn xộn .,negative,lecturer
"phòng thực hành cần nâng cấp các bộ kit , thực hành chưa hiệu quả .",negative,facility
"thầy dạy rất dễ hiểu , cho bài tập để tiếp thu .",positive,lecturer
giảng viên nên nói tiếng anh sau đó giải thích nghĩa .,negative,lecturer
"phòng học quá nóng , máy chiếu mờ .",negative,facility
nội dung bài học được lồng ghép vào nhưng trò chơi .,positive,program
"cô tận tâm , nhiệt tình giúp đỡ .",positive,lecturer
khắc phục khuyết điểm  tôi không có lý do gì để xem bài tập của em cả  .,negative,lecturer
môn học tuy khó nhưng kiến thức rất có ý nghĩa cho sau này .,positive,program
thầy có kiến thức sâu và rộng .,positive,lecturer
ida pro 64-bit hoàn toàn có thể phân tích các file thực thi 32-bit nhưng các thanh ghi phức tạp hơn nhiều thay cho ida pro 64-bit không phân tích được cái file thực thi 32-bit colonsmile .,negative,other
lắp thêm rèm của để máy chiếu được hiệu quả hơn .,negative,facility
"tốt , tận tình với sinh viên .",positive,lecturer
giảng viên hướng dẫn thực hành cần nhiệt tình giúp đỡ sinh viên trong quá trình thực hành .,positive,lecturer
em nghĩ thầy nên tăng cường sửa nhiều bài tập hơn .,negative,lecturer
"phòng học vô cùng nóng , quạt chỉ để trang trí .",negative,facility
"thầy không cung cấp đủ tài liệu trên website môn học , toàn bộ tài liệu sinh viên phải đi nhờ mấy bạn lớp khác để có tài liệu mà học .",negative,lecturer
nhờ vậy trình của sinh viên lên rất nhiều sau mỗi buổi thực hành và làm bài tập .,positive,program
không co ý kiến .,positive,other
cho bài tập hơi khó .,negative,lecturer
loại kiến thức thầy truyền đạt rất có sức thu hút .,positive,lecturer
dễ thương .,positive,other
thầy chấm điểm còn cảm tính và có phần chưa công bằng .,negative,lecturer
tận tâm gọi những sinh viên không tập trung để trả lời câu hỏi .,positive,lecturer
giảng viên cần phân bổ số lượng bài tập tương đồng với nội dung lý thuyết .,negative,lecturer
khi học sinh nào có ý kiến muốn phát biểu thì thầy tranh luận tới cùng .,negative,lecturer
"giảng viên lên lớp chỉ đưa bài thực hành cho sinh viên làm , và từ đầu đến cuối buổi hoàn toàn không nói một câu nào !",negative,lecturer
cần tăng cường hoạt động nhóm và cần nhiều bài tập hơn cho môn học .,negative,program
giáo trình hợp lý .,positive,program
"giảng viên nhiệt tình , giảng dạy tốt , dễ hiểu .",positive,lecturer
"nhiệt tình , chu đáo , dạy dễ hiểu .",positive,lecturer
tận tâm với bài giảng .,positive,lecturer
"chứ không được nói kiểu bài này dễ , tự tìm hiểu là được , có gì không hiểu hỏi .",negative,lecturer
không hiểu gì khi ngồi nghe trong lớp .,negative,other
"cách trả lời thắc mắc cho sinh viên về bài học khiến sinh viên khó chịu ( vì sinh viên chưa hoàn hảo nên đôi lúc có những câu hỏi  trên trời  , thầy có kinh nghiệm thì nên chỉ rõ lỗi sai của sinh viên chứ không nên hỏi vặn vẹo , gây khó chịu ) .",negative,lecturer
